PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
4ei4,1.0,0.0,3.0,8.0,3.0,4.0,0.0,0.0,20.0,1.0,2.6133484133609994,1.5458456761254995,67.97999999999999,7.424465477570359,5.558356905278979,0.2548382431407842,0.2548382427925479,1.6639360148076244e-11,1.6639360148076244e-11,3.4586693457762765e-14,3.4586693457762765e-14,10.093095289689431,1.7126049264832397,0.0186144333989481,0.0186144333989481,2.9976299011185503,1.999911404791584,0.9950945794152192,0.9950945794151436,0.0,0.0,0.3081209498304547,-0.0714301676745042,-153.4629499021292,71.83773840684646
4e5w,2.0,0.0,3.0,9.0,3.0,4.0,0.0,0.0,28.0,3.0,3.406418487199,2.2359008679582004,72.5,15.11794821072975,13.76099601635299,0.0483206552843767,0.0483206500372332,9.134229577691954e-13,9.134229577691954e-13,1.2461951594454516e-14,1.0484673161933983e-14,9.400162768824972,1.4604425175383355,0.7969302766406191,0.7969302766406191,1.981021096891855,1.9801567777517677,0.9998895117614064,0.9998895117610764,0.0,0.0,0.7374151116763268,-0.1105589201003151,-190.10416891555747,87.48283986784995
4ivd,1.0,0.0,3.0,11.0,3.0,5.0,0.0,0.0,25.0,5.0,3.91277861986,2.4185475367097,91.76999999999998,9.859387838073216,7.6672899760582816,0.2096790014742285,0.2096790011647074,2.384244968597567e-11,2.384244968597567e-11,1.2961936014520778e-14,1.2961936014520778e-14,11.76734144136613,2.4957650064811,0.0132862770679848,0.0132862770679848,1.9266910897055507,1.8240729826188573,0.9969388288555836,0.9962161061202924,0.0,0.0,0.2722266078020023,-0.1019641404962859,-189.02253183265336,90.95948823243135
4i5c,0.0,0.0,3.0,6.0,1.0,7.0,0.0,0.0,23.0,3.0,2.049691672095,0.4311516271965996,103.49,10.168745125406277,8.412615172674277,0.2617003415364274,0.2617003413953204,0.0,0.0,1.9567962657640384e-14,1.7617457996737787e-14,9.265748849261486,1.3857188801714615,0.181847987869495,0.181847987869495,0.9999932188260388,0.9999932172021716,1.0006802482986492,1.0006802460011626,0.0,0.0,-0.5780270575665172,-0.1173400405804074,-165.4209750902555,80.58211967539398
4ivc,1.0,0.0,3.0,9.0,3.0,5.0,0.0,0.0,24.0,4.0,3.231854573193,1.8720611650577,91.76999999999998,10.87113889079179,8.58238043851574,0.2261638454875958,0.226163845202754,1.944912089962716e-11,1.944912089962716e-11,2.4090510450422952e-14,2.4090510450422952e-14,11.064848259076989,2.153642222175443,0.0174376582292702,0.0174376582292702,1.9493260132129948,1.8508588969338184,0.9983053671563762,0.9973908179025937,0.0,0.0,0.2282610930824944,-0.1064238317794426,-178.6753860665599,84.41470829682872
4k77,0.0,0.0,1.0,7.0,2.0,3.0,0.0,0.0,18.0,2.0,2.6289601071029995,1.38063790920134,66.91,9.136526885579649,7.394039664852083,0.0314712700469828,0.0314712700458461,0.0,0.0,9.958055007553702e-15,9.958055007553702e-15,5.074814616531737,1.2974369726573798,6.828983968046553e-08,6.828983968046553e-08,1.0255760841928232,1.0255760483049678,0.999496656209849,0.9994966562098088,0.0,0.0,0.0843976700681125,-0.0633777119330727,-126.09904742779226,55.64123670060966
4ivb,1.0,0.0,3.0,9.0,3.0,5.0,0.0,0.0,23.0,3.0,3.231854573193,1.5386829306369003,91.76999999999998,10.759119740695017,8.399965458159592,0.2056727769816181,0.2056727766609478,1.420461126782364e-11,1.420461126782364e-11,2.90903084773868e-14,2.90903084773868e-14,10.843877484921014,2.153523629228613,0.0239491350504081,0.0239491350504081,1.9282769874315293,1.820946867160819,0.9965551948080444,0.9963149781572908,0.0,0.0,0.2784159482631851,-0.0854740305772103,-168.80433251824448,80.08153130392975
4e4n,1.0,0.0,3.0,11.0,3.0,4.0,0.0,0.0,25.0,4.0,3.971668360983,2.5691642690198004,86.08,9.07502670673254,7.914215020116526,0.0270829776883431,0.0270829768652471,2.936595015660728e-13,2.936595015660728e-13,1.2168359749642032e-13,1.1916785770733354e-13,10.07150207852346,2.264368181453277,0.669228520851845,0.669228520851845,1.9795776390214737,1.9787425746632348,0.999764002498105,0.9997640024940836,0.0,0.0,-0.1217838484763817,-0.1075796260947029,-175.94618262979947,79.17488877092211
4ehz,2.0,0.0,3.0,6.0,4.0,3.0,0.0,0.0,19.0,1.0,1.933664531603,0.7946203468004999,64.36,9.980618091661515,6.560270828801331,0.2468808305988159,0.2468808304533146,5.8345982547524313e-08,5.8345623221090886e-08,1.8729054398710275e-14,1.8729054398710275e-14,9.3424200816685,1.3709067332407634,0.0117175475638891,0.0117175475638891,2.3132630068029374,1.92575947941532,0.9952627962481276,0.9952627962480232,0.0,0.0,0.4452087555940637,-0.153962392300595,-150.62534161470725,72.35317891004813
4e4l,1.0,0.0,3.0,7.0,2.0,5.0,0.0,0.0,23.0,2.0,2.436143550943,0.4873769903634001,93.51,11.640088254674628,10.172249756425767,0.6619525798070532,0.661952579795391,6.641413508045947e-12,6.641413508045947e-12,6.348989445006397e-14,6.086201275290831e-14,9.559706696341072,1.6579389220478826,0.0236743178016978,0.0236743178016978,1.000006077262052,1.0000059715443188,1.003895723393654,1.003895723358271,0.0,0.0,-0.2138198645578821,-0.1094879470839468,-164.3188056136173,76.68039630226082
4k6z,0.0,0.0,2.0,7.0,3.0,6.0,0.0,0.0,24.0,4.0,2.383740003384,0.42076234790844,119.38,12.739133628055392,10.33928265863718,0.0299936706164825,0.0299936706118069,0.0,0.0,2.4354409616480885e-14,2.4354409616480885e-14,5.880280639840366,1.4432804464154056,0.2276802312986262,0.2276802312986262,1.0131376037175914,1.0109928934230827,0.9969522541649338,0.9969522538798266,0.0,0.0,-0.1466893167031646,-0.0868772564715477,-161.97359915170915,80.41003662632907
4fk6,1.0,0.0,3.0,8.0,3.0,5.0,0.0,0.0,25.0,4.0,2.819992844134,1.4281421525009006,102.29999999999998,11.680810194717893,9.995360251761046,0.1991278697381569,0.1991278361651919,2.1961892613985877e-11,2.1961892613985877e-11,1.9095409477693656e-14,1.9095409477693656e-14,10.683861001123873,1.882933960889276,0.0172109802778402,0.0172109802778402,2.190283036151244,1.849832595248169,0.9982715699217922,0.9982715695363906,0.0,0.0,-0.003621512932482,-0.1135788895703032,-180.64850812361823,86.87999988265672
