PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
3nu3,0.0,0.0,2.0,17.0,4.0,5.0,0.0,0.0,35.0,12.0,5.795077802147,2.3921028011997003,139.57,11.722997632002675,10.044768698556457,2.450151116432361,2.4491356021907795,0.0,0.0,0.0,0.0,20.73689938026209,3.939162589494381,0.0,0.0,2.4302981815970504,1.889848413046903,2.2682691694100177,2.038806821742848,0.0,0.0,-0.3244823092338352,-0.1632880489429627,-242.97739417741076,107.77024729361784
model25d,0.0,0.0,4.0,28.0,3.0,8.0,0.0,0.0,49.0,15.0,8.380296841696,4.461980276837699,130.09000000000003,26.9898346608327,20.31693382178593,2.769226651091193,2.714549469734742,0.0,0.0,0.0,0.0,17.080796379333893,4.479409462016799,5.621025745199457e-09,5.621025745199457e-09,2.4649100870427034,1.8538033017982176,2.9739727458702205,2.973487841702086,0.0,0.0,-0.2074106865725434,-0.1589030272029771,-249.4207315314361,111.12424461831542
2q5k,0.0,0.0,3.0,25.0,4.0,5.0,0.0,0.0,46.0,15.0,7.910630329241001,4.6470303206135,120.0,14.74664670414969,13.662497321011674,3.2669713907009936,3.262375756973163,0.0,0.0,0.0,0.0,24.19858916236602,5.31584407075676,3.364171290911981e-13,3.364171290911981e-13,4.173581928810914,2.797217036711685,1.9919383408521223,1.991938278920592,0.0,0.0,-0.5005006662682714,-0.1413921997103491,-305.1440501827717,137.82191470550242
1t3r,0.0,0.0,2.0,17.0,4.0,6.0,0.0,0.0,38.0,12.0,5.795077802147,2.4304850720863005,148.79999999999995,13.555358932909025,11.84746146829408,2.3346943725448988,2.332317022124467,0.0,0.0,0.0,0.0,19.814278745177024,3.922267591657305,0.0,0.0,2.5384164804192357,1.9621178683946927,2.840150673992412,2.7929271659190404,0.0,0.0,-0.2800611723429018,-0.1784280701294519,-251.2719586595588,111.115787458709
1izh,0.0,0.0,3.0,25.0,8.0,6.0,0.0,0.0,50.0,20.0,8.314113741555001,2.8834976610268,202.94,19.95406301601165,16.51943447469407,1.2743160538814076,1.2719280449184869,0.0,0.0,0.0,0.0,22.842212825553275,4.806783863227825,0.0,0.0,5.68285705943555,4.98493655466636,3.895148028603969,3.879709116763367,0.0,0.0,0.1086769019839852,-0.0798023337067257,-287.87770877812994,124.66756896382542
2q54,0.0,0.0,3.0,24.0,4.0,6.0,0.0,0.0,48.0,15.0,7.576581997952,3.8815906922511,154.14,17.084509468891735,15.71927842466411,0.7528668589679579,0.7528665409791511,0.0,0.0,0.0,0.0,19.394628761412022,4.581374649454062,2.644001119163732e-14,2.644001119163732e-14,3.392260528806013,2.7667588658616635,3.540660709838221,3.5131521138143644,0.0,0.0,-0.435011688702711,-0.2674044658726769,-268.69402134917755,117.24051326315066
model16e,0.0,0.0,4.0,29.0,3.0,6.0,0.0,0.0,50.0,15.0,8.615959753092,5.202896258844799,134.27,16.8989330505432,15.236425639057622,0.9029170800368737,0.9029030233581896,0.0,0.0,0.0,0.0,20.22140022636911,5.143481045084887,1.8859484862993196e-14,1.8859484862993196e-14,2.414355796666772,1.8405146061972784,2.9896756551356045,2.6329228756106167,0.0,0.0,-0.3285906742242097,-0.1987596648048777,-277.71160879851067,119.9453420713864
model16a,0.0,0.0,4.0,28.0,3.0,5.0,0.0,0.0,47.0,14.0,8.40986539784,5.341152970304798,117.2,14.501172859515764,12.109574982603965,2.061363357988699,2.061006025734496,0.0,0.0,0.0,0.0,21.541911346778942,5.412563225426323,3.8825826029836143e-14,3.8825826029836143e-14,2.413363862903653,1.8852721378152448,1.9284548640311785,1.9055367800802545,0.0,0.0,-0.3917463225538473,-0.1555563540265154,-287.84149299691944,131.60453619917897
model13d,0.0,0.0,3.0,26.0,4.0,8.0,0.0,0.0,49.0,15.0,8.243363520281,4.3760900256811,137.07000000000002,23.629454928614397,19.587958416071984,0.8756293556644708,0.8756268543478394,0.0,0.0,0.0,0.0,19.7675058512513,4.3923756163292165,1.1815642070441228e-14,1.1815642070441228e-14,3.479511475907036,2.890305528820167,2.969183594158849,2.9691776454376755,0.0,0.0,-0.4987183540211023,-0.2218600857759642,-258.4694957727244,114.99612235028904
2q55,0.0,0.0,3.0,24.0,4.0,5.0,0.0,0.0,48.0,14.0,7.651952931242,4.023453409072699,140.31000000000003,15.614574546219089,13.62152473816738,1.2429046081453907,1.2426763531306526,0.0,0.0,0.0,0.0,21.911935884436613,5.116178607867255,2.517496079685199e-13,2.517496079685199e-13,4.214327588789009,2.791135166884216,2.8993351946535477,2.880843698100443,0.0,0.0,-0.5915875202141246,-0.1867282749675857,-287.405629169495,127.90668809296868
