PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
3S00, 0.0, 0.0, 2.0, 7.0, 3.0, 2.0, 1.0, 0.0, 18.0, 5.0, 2.876813094898, 1.6951171635914002, 124.48999999999998, 6.543830679280304, 6.19484296221637, 0.9868188546206111, 0.9868179279375552, 0.0, 0.0, 0.9999910549283374, 0.9999910549274745, 12.232619346830411, 1.8969186460230596, 1.5654994171174363e-05, 1.326747859601709e-05, 1.999985261781422, 1.9999852467396257, 0.921133572467581, 0.9211335724670905, 2.336690363098964, 0.999999625255728, -0.1794491881503352, -0.07874763149373752, -142.51119927864144, 70.25561341436098
3R9N, 0.0, 0.0, 2.0, 13.0, 3.0, 4.0, 0.0, 0.0, 24.0, 5.0, 4.913611405432, 3.4191941624307, 139.39000000000001, 8.060299894136014, 7.578898733550636, 0.0004515292386431545, 0.000451529212162471, 0.0, 0.0, 0.27315865016848384, 0.2731586501660484, 18.546049178152103, 3.2205934678518418, 0.0005886540181193888, 0.0005886348749387849, 1.9999956890791641, 1.9999956846551168, 0.9381220242714058, 0.9381220242499952, 0.0, 0.0, 0.31659122731249234, -0.046949393046637165, -173.58484052415986, 84.62362966479958
3QU0, 0.0, 0.0, 3.0, 10.0, 5.0, 5.0, 0.0, 0.0, 25.0, 5.0, 3.3601322222779997, 0.5150899293071003, 177.67999999999998, 8.073734844898494, 7.854027167476328, 0.009830212255320143, 0.009830206397168318, 0.0, 0.0, 1.0000000000646967, 1.0000000000638842, 15.379518589196003, 2.376761820459758, 0.06764995512332363, 0.06763870686576014, 2.9831230404451414, 2.983110690060962, 1.9056392488259997, 1.9056372103698733, 0.0, 0.0, 0.30858134742920607, -0.16145971725479727, -175.93550925593374, 87.18144467351352
3RJC, 0.0, 0.0, 3.0, 14.0, 3.0, 3.0, 0.0, 0.0, 22.0, 4.0, 4.504391270728999, 3.5205052524047, 96.25, 9.331136439391466, 8.28341756481867, 0.00011032772390488081, 0.00011032760695272723, 0.0, 0.0, 0.7977662547751135, 0.797766254773661, 17.946847014934917, 2.940486651285266, 3.429495406609635e-05, 2.7491627871372964e-05, 1.9999360439976368, 1.999935824674857, 0.9512125194477974, 0.9512125194411698, 0.0, 0.0, 0.18354653747681773, -0.05918607290606843, -156.32038177534747, 74.78261553439813
3RAL, 0.0, 0.0, 3.0, 13.0, 5.0, 5.0, 0.0, 0.0, 27.0, 6.0, 4.247207131232, 1.6666893137591006, 174.01999999999998, 11.007035039050695, 9.659504934513476, 0.6038062858467302, 0.603806023777593, 0.0, 0.0, 0.18787364767257256, 0.18787364767131662, 17.869529830128386, 2.852947499996661, 5.324621645102442e-05, 4.384685804426631e-05, 2.986018435339419, 2.9860073695467495, 1.8732923761724194, 1.8732891264157507, 0.0, 0.0, 0.11069109817408884, -0.15860820795775815, -197.38580833789553, 101.63653619944513
3R8U, 0.0, 0.0, 3.0, 14.0, 3.0, 2.0, 0.0, 0.0, 22.0, 5.0, 4.784896171726, 3.6032002404194, 96.24999999999999, 8.164392702191275, 8.030366452766724, 0.12506629218348267, 0.12506629218203763, 0.0, 0.0, 0.04787519919758844, 0.047875198636633906, 18.024671667136598, 2.998429894966316, 0.0009323427163083832, 0.0009317533807354249, 1.999750217927329, 1.999750196948805, 0.9850318102906479, 0.9850318102897212, 0.0, 0.0, 0.1961419884887972, -0.06484662521809587, -167.2534440813876, 83.35401668689546
3RAH, 0.0, 0.0, 3.0, 17.0, 3.0, 2.0, 0.0, 0.0, 25.0, 4.0, 5.898166173992, 4.8038571299684, 96.24999999999999, 9.325713855318986, 8.824372375098651, 0.0005443287179340957, 0.0005443286876645282, 0.0, 0.0, 0.9364074991231572, 0.9364074886455572, 20.072028969641647, 3.641072121474632, 0.0006567860623987107, 0.000656765614335196, 1.9999969766389003, 1.9999969732977898, 0.9272886607779286, 0.9272886607761752, 0.0, 0.0, -0.0359309428588729, -0.06381159110473145, -184.57313012574872, 85.34824736792606
3QTW, 0.0, 0.0, 3.0, 10.0, 3.0, 3.0, 0.0, 0.0, 21.0, 4.0, 3.3659258318679997, 2.0412332040821, 109.14, 6.914350335597977, 6.757402797537375, 0.006395528182438811, 0.0063955215164315255, 0.0, 0.0, 1.0000000014838202, 1.0000000014833592, 15.091476963862284, 2.3687409183376795, 0.03956619329508687, 0.039556716399665834, 1.9998362000051755, 1.9998353624708143, 0.9798672870875111, 0.979865835207411, 0.0, 0.0, 0.19667477876829034, -0.08578547523511311, -156.41790830514853, 75.31403337945629
3QXP, 0.0, 0.0, 3.0, 13.0, 5.0, 6.0, 0.0, 0.0, 28.0, 6.0, 4.596897226014, 1.6925533435270004, 207.92999999999998, 11.617208647059337, 10.33855219507642, 0.02781994460074886, 0.027819943777784083, 0.0, 0.0, 0.5842811314702181, 0.584281131468449, 19.784938601349683, 2.9990831527778834, 7.594265457694419e-05, 6.654242614916644e-05, 2.986750408026779, 2.9867418264773224, 2.4228974923709727, 2.4228927094503083, 0.0, 0.0, -0.13293123369734805, -0.18792339931437477, -190.55657837939052, 95.96170874962353
3QTS, 0.0, 0.0, 3.0, 13.0, 3.0, 3.0, 0.0, 0.0, 23.0, 5.0, 4.253000740822, 3.1928325885341, 105.47999999999999, 7.2887341003492505, 6.782602742074663, 3.3914592561014065e-05, 3.391458309211388e-05, 0.0, 0.0, 0.9954795087962999, 0.9954795087926863, 16.78355416470675, 2.6997231570185822, 2.1941699723156247e-05, 2.1857331506553204e-05, 1.9999601932648008, 1.9999601867657821, 0.9480713995234872, 0.9480713995219714, 0.0, 0.0, 0.4054834940851106, -0.05133049602962741, -160.79358584998792, 74.98749878741546
