PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
2oxy,1.0,0.0,2.0,8.0,2.0,1.0,4.0,0.0,13.0,0.0,4.421927870395999,4.430265600749999,29.93,4.818205986925428,4.8170970564417415,7.753617992057945e-06,7.726627881875743e-06,1.5316488245091508e-10,1.5315796481808052e-10,1.0572950905612783e-08,1.0572942077546016e-08,25.713318536120603,3.135692607508765,5.02223604331734e-07,5.022059412293933e-07,2.258354583169221e-06,2.2582728213527566e-06,1.3675272302602077e-12,1.3381981256208146e-12,1.8486336751795396,1.105815093251019,0.6160039256271004,0.0529627254063254,-103.87999618170365,54.44360942702492
2oxx,0.0,0.0,1.0,11.0,2.0,1.0,4.0,0.0,14.0,0.0,5.077228393681,4.660370920394599,56.150000000000006,4.375472669120168,4.374429416057418,4.372241364371858e-06,4.262149789677962e-06,0.0,0.0,3.264973671706888e-13,3.264973671706888e-13,27.795358769239943,3.600380333540795,4.0488573915672797e-10,3.6175617946795835e-10,7.994028993403122e-06,6.732470708778207e-06,1.942091643700933e-08,1.9420521456602972e-08,1.760381809515096,1.073872583478276,-0.1420730470941762,-0.0131217805726032,-104.8794276809818,53.70002919136339
1zoh,1.0,0.0,2.0,9.0,1.0,1.0,4.0,0.0,17.0,0.0,4.831840738852999,4.637018726553899,22.31,5.731297829735035,5.6862115321740845,5.371223609903013e-07,5.344627577363208e-07,3.04893805613022e-10,3.048603105684463e-10,3.4831767278492096e-11,3.4805102462727546e-11,28.78095448285484,3.4263714059923664,0.0001338336922233,0.0001338336876815,3.088856763836433e-07,3.088522525262106e-07,5.93522830570369e-14,5.836320581971981e-14,1.7122729370684997,1.005451277657757,0.3161567246114339,0.0353774434153768,-132.33807143221622,67.05033061218278
3kxm,0.0,0.0,2.0,9.0,1.0,4.0,4.0,0.0,20.0,3.0,4.684703157327999,4.0570772404119,72.22,6.286163166044233,6.243129218186991,0.0021049623048282,0.0021049584555367,0.0,0.0,3.139594414885209e-11,3.1346308689566544e-11,27.736745051213216,3.3168251745794786,3.1940074432938846e-05,3.194007146957291e-05,1.3984293840762867e-05,1.066164026668026e-05,0.1990501746254476,0.1990501746237462,1.6755235470440035,1.0049643311178773,-0.0308576051082511,-0.0291498701519784,-142.65895800045675,70.40719752280319
1m2r,0.0,0.0,2.0,8.0,6.0,4.0,0.0,0.0,20.0,0.0,2.528719266184,0.5518146521127999,126.64,5.246804671601079,5.245495343713168,2.429939770631332e-06,2.429398760639826e-06,0.0,0.0,2.098310728093564e-11,2.098310728093564e-11,13.874829710051689,1.7802797248309052,0.1271773736667542,0.1271773735062659,2.000274980754635,2.000273491945805,0.0097352819739533,0.0097352809169719,0.0,0.0,0.1648898267278759,-0.0290734271968664,-127.4747848253201,57.62234275410486
3kxg,0.0,0.0,2.0,10.0,1.0,2.0,5.0,0.0,14.0,0.0,5.527409837994999,5.5709395006148,28.68,5.044805904789697,4.932520683345872,5.501181954172563e-07,5.460767590157721e-07,0.0,0.0,2.704199842926145e-11,2.699267382596344e-11,31.63276819449736,3.919429220390223,3.7942568136080055e-05,3.794256487527673e-05,5.968028991050639e-07,5.967609429353978e-07,1.1159117453752568e-14,9.094171844102314e-15,1.99588349168268,1.1155822081912086,0.0510808313759017,0.003559996977466,-114.36842007976804,60.14133680052243
3kxn,1.0,0.0,2.0,8.0,2.0,1.0,4.0,0.0,13.0,0.0,5.574258409432,5.582596139785999,29.93,3.9367823185549686,3.640927327473636,1.813573610912772e-07,1.747385539261124e-07,3.4830031336747085e-11,3.473961900315066e-11,9.211497939786818e-11,9.194273567939684e-11,33.35029267498241,3.952837198912884,1.202590701533706e-05,1.2025906769728984e-05,0.9964364798352768,0.996436477609279,3.8820027960768774e-13,3.8789877451389143e-13,1.896941362630856,1.0017326146050891,0.423444561607209,0.0368216941929134,-126.85069707393195,75.06705383024052
1zoe,1.0,0.0,2.0,10.0,2.0,1.0,4.0,0.0,16.0,1.0,5.38223914155,5.328650692573999,33.17,4.619933134936695,4.6192033455806,2.091796064934523e-05,2.0903704187844632e-05,0.0243862243813486,0.0217343786191082,2.5701703318665854e-08,2.5701693249325216e-08,28.61792219828768,3.816671890029504,1.501198004199966e-06,1.5011819145563274e-06,2.8901523916602305e-06,2.890064930370604e-06,1.6336559523280995e-16,7.383923426215033e-17,2.0120132221341334,1.1262880305039455,1.0477441996328547,0.0767700980693782,-125.593807917036,63.28745070570754
3pvg,1.0,1.0,2.0,8.0,1.0,3.0,4.0,0.0,17.0,2.0,4.421927870395999,3.2929783786592,59.2,5.986475135373449,5.976471581214069,0.003420686543032,0.0034206116820055,5.237782767770336e-11,5.237101661342264e-11,8.536518416605781e-10,8.53632408753489e-10,25.227270561474764,3.1356912157780537,1.2820487255114262e-07,1.281859963344577e-07,1.8353335087142172e-05,1.835317883831217e-05,0.7097645447494796,0.709763724683352,1.832067474962763,1.0893478972686184,-0.2719268926965305,-0.0215091362203614,-131.1279730492567,71.9127600127648
1m2q,0.0,0.0,2.0,9.0,2.0,5.0,0.0,0.0,20.0,1.0,3.069212832714,2.0716183425931,109.9,1.2615465097120364,1.2614717304667415,0.0003091370397734,0.0003090043116067,0.0,0.0,0.0007586220027267,0.0007586219993559,14.769823169957876,2.17644853846422,0.9999459712734156,0.9999459712731846,1.0669060541699316,0.9955125509488,0.2050542121537385,0.2020012361132413,0.0,0.0,-0.2367373774696871,-0.0598556912031372,-122.03916588544656,57.78066271908091
