PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
5qcu,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,34.0,7.0,6.449269168039801,2.8978900770240004,120.95,1.059816947153188,1.0005268177487396,19.745653990892688,14.20534935681924,0.0,0.0,0.0065821613907529,0.0065166942651748,2.3501947295683374,2.3501945144141736,0.0,0.0,0.0,0.0,0.0,0.0,21.51190705095585,4.264132356833635,4.720522976514457e-05,4.672621751211341e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81131736213805e-15,9.34585675596238e-15,3.262119581976336,1.9616171200205987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.937123038437789e-17,1.9370053431650985e-17,1.4740349430415196,0.6487946938845665,4.0241966856196853e-19,4.0241966856196853e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.207291579888772e-09,1.8457564974312102e-09,9.454074289491616e-06,9.454067366172754e-06,0.0,0.0,1.3935439820100577,1.3935439641940404,1.9226550706928465,1.9226550704458765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2377524858011145,-0.1942162470495965,-235.488878526749,106.52531101483989
5qd3,1.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,38.0,8.0,8.818521064971998,6.127714021036001,87.2,0.4929485047781485,0.4929484670040057,22.609619318201723,17.4325883454985,0.0,0.0,1.884879288000065,1.8848792816045088,2.770396990287525,2.7703950785109224,0.0,0.0,9.093574292078851e-10,9.093475257030027e-10,3.6909547920512574e-09,3.6909547920512574e-09,27.86927263978945,5.423205193022239,0.9844798264919458,0.9844797456433602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8498931503874483e-15,2.8418556856853927e-15,1.9850965069497573,0.9956850252260916,0.0,0.0,7.121735861336647e-16,5.06354430105557e-16,0.1221661583933128,0.1220569618518564,0.0,0.0,4.200238250687287e-15,4.199054471695802e-15,1.8196829960919565,0.9998871666725684,0.0,0.0,1.0615136653281904e-17,8.746736318660517e-18,1.1616396903088189,0.9794891906842366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756851054123928e-08,9.49680943784906e-09,2.226219149366335e-05,2.2262188396072093e-05,0.0,0.0,0.6157717546728259,0.6157717379929107,0.9583741683040492,0.9583741683040194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8411158751555564,-0.3450709305036848,-271.3219793939322,129.41561011602374
5qcx,1.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,37.0,7.0,8.547014054076,5.713136039645001,86.25,3.967049845508319e-08,3.5321558753972205e-08,22.301720684245524,17.42403441020061,0.0,0.0,0.976588290155744,0.976588286613874,3.635438449747362,3.635438017693204,0.0,0.0,4.994513525384616e-10,4.994454492600446e-10,3.019889485168988e-09,3.019889485168988e-09,25.96877685047069,5.183098809797271,0.9947664729796448,0.9947657446562294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.107613487736973e-15,1.1045415805283166e-15,1.9847083749677112,0.9948259419622016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0429325740709145e-15,2.042243861678037e-15,1.8033981946031052,0.9996438685160838,0.0,0.0,1.0639695413672734e-17,9.641327974054169e-18,1.1421301191390203,0.9764296384784568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1048839797047199e-12,8.366603810180265e-13,1.717998999003459e-05,1.717998849400583e-05,0.0,0.0,1.553141323345431,1.553141314309196,1.9209756594373268,1.9209756594372829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9291242538613996,-0.3811795744141522,-259.4331239517845,126.10616258005363
5qd5,1.0,0.0,2.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,36.0,6.0,7.376580370099999,4.5339081347475005,100.09,0.2415130696184778,0.2415129880927443,23.772016589264734,17.68675681767168,0.0,0.0,1.891305627182124,1.8913056249756437,2.715565658024792,2.715565299504165,0.0,0.0,2.0656750300645568e-10,2.0656439375880543e-10,1.6583715071769695e-09,1.6583715071769695e-09,19.17670117379999,4.308951498966622,0.9954676149797312,0.9954666256519128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2582716840198032e-15,1.2544248146706629e-15,1.9876165428933943,0.9962077019083084,0.0,0.0,8.542459891405044e-16,6.353432485392982e-16,0.2099590604369617,0.2097873023822987,0.0,0.0,1.7879285852267586e-15,1.7872918154875878e-15,1.816848570808668,0.9996438398111764,0.0,0.0,1.4374035638307218e-17,1.3305411429975236e-17,1.1812722295525795,0.9778055997394676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004003252495634,0.000400320728952,7.765445605984459e-15,6.590263566307492e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.031370421972278e-13,5.015261961903197e-13,1.1897941306084152e-05,1.1897939445306938e-05,0.0,0.0,0.5795749559577893,0.5795749358427574,0.965769145506151,0.9657691455061402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950686424118408,0.9950415731318394,-0.8898609873928764,-0.3535872281337954,-252.63081883200843,120.5123999068964
5qcp,1.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,42.0,9.0,7.818749452940001,4.5250096580329,110.7,9.73911567782768e-05,9.738699691799034e-05,24.17844459912082,18.210236892957425,0.0,0.0,0.027060349360723,0.027060332453813,2.63196421834158,2.631963884610604,0.0,0.0,1.6778073404307498e-10,1.6776221814687783e-10,9.245508287743171e-10,9.245508287743171e-10,22.112520736845195,4.63441059953233,1.9984175064967409,1.9983731609595707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1747729686587424e-16,3.1593786978643677e-16,1.988541487612936,0.9988652909095884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.373008035070579e-15,3.3719834289529427e-15,1.824016616043004,0.9998025261605784,0.0,0.0,1.1718543882794413e-17,1.061457496661176e-17,1.1699548814564793,0.970700204914048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900211748147126e-09,8.880150524006053e-09,2.033637484024059e-05,2.033637274602208e-05,0.0,0.0,1.7964551377982796,1.7957685024833547,0.9778979763075064,0.9778979763074594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3019805486627392,-0.341140066997613,-272.65632230944607,127.74692569850464
5qcv,1.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,37.0,6.0,6.680826239999,3.6768484524106007,95.48,7.748746496382747e-07,7.674787497321915e-07,24.147311911466065,18.667016056523384,0.0,0.0,0.5062674021929364,0.5062674001214542,4.176300591672916,4.176300506733823,0.0,0.0,5.940286095047226e-10,5.940212759467622e-10,2.058055483146226e-09,2.058055483146226e-09,21.14426138816118,4.128459361854098,1.9937791924126995,1.9937751198240008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17125420466426e-16,6.142191860101829e-16,1.9559953202341092,0.9885092606542452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.652880100532636e-15,3.651765553533437e-15,1.8387669932361084,0.999788854430239,0.0,0.0,8.525471528731758e-18,7.047722568041201e-18,1.1596112465858877,0.9723532854619168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7894595897550409e-12,1.5943361105981577e-12,1.011580412741308e-05,1.0115802618436474e-05,0.0,0.0,1.6060408131297608,1.6060407901956548,1.0009157654642062,1.0009157654641485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6041843024352199,-0.3320813112933853,-251.39606985620185,120.16162809064204
5qcy,1.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,48.0,9.0,10.449347113304,7.6419665468035,112.28,1.375458977413809,1.3399344183498711,26.869942058897852,20.868952600504198,7.485717603169782e-17,7.485717603169782e-17,1.0322106632782615,1.0322103415301438,3.671208947011864,3.671208765468143,0.0,0.0,6.168881624517887e-10,6.168804067645486e-10,4.669700609971676e-09,4.669700609971676e-09,30.499557343529595,6.403991531428975,0.992767334583824,0.9927663725210566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3311057671258076e-15,1.3290894049817728e-15,1.999861182055228,0.9999998546689588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0546967570317443e-15,1.0543147105337308e-15,1.7934726850649267,0.999988275004326,0.0,0.0,1.0676649725501449e-17,9.764639768432622e-18,1.12446766098929,0.977428273621336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0038798739808419e-10,2.0003027888451048e-10,2.8480551653382337e-08,2.8480551514861722e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9177648130764623e-12,1.2658374738194642e-12,2.326235397237571e-05,2.326235378612105e-05,0.0,0.0,1.228652175304772,1.2286521525150391,1.9847001717354904,1.9847001717353043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1245110995636365,-0.4110714490112452,-329.97234196534663,167.9066968262008
5qd0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,34.0,7.0,5.2385395111060005,2.2266407686099,124.16,0.2083971593574029,0.2083969041618805,19.576439043433066,15.044771117464986,0.0,0.0,0.8861949709435654,0.8861949697217715,3.46130290610164,3.4613010527081243,0.0,0.0,4.829547962102569e-10,4.827548918301798e-10,6.8619785171103e-10,6.8619785171103e-10,20.018066818248236,3.5718040202387185,0.9999025913477404,0.9998885659625344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7513049344560513e-12,1.7455086383032377e-12,0.9983885230263796,0.9967372523865572,0.0,0.0,1.8898145911920266e-15,1.882710747062168e-15,1.997210995497107,0.99999966144188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.345417013863225e-15,3.3443449582093695e-15,1.861749250325028,0.9999950948987228,0.0,0.0,1.5848165613668117e-17,1.4403607528092956e-17,1.1934550043447834,0.9839012604874524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24806240229332e-13,1.2004391981950813e-13,0.3389607280970054,0.3389607280970005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614226468624487,0.0614226468621665,0.9957868031717342,0.9957868031698812,0.0,0.0,1.102849988879106,1.102849884908518,0.9585969288387838,0.9585969288384568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8386928969580585,-0.3827617668284805,-239.07725470599752,111.15283921882124
5qd2,1.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,40.0,8.0,7.670953108757999,4.8209849594907,93.63,0.0044420717749114,0.0044420652846331,24.48596213228272,17.950060692187655,0.0,0.0,3.85340321301058e-05,3.853227102864974e-05,2.5777708600743128,2.577770356817368,0.0,0.0,1.4187738021304835e-10,1.418418824625778e-10,9.718982623113083e-10,9.718982623113083e-10,21.72012063109917,4.546358792911938,1.9978563127879068,1.9978312097714968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.939673832472308e-16,2.9101205448752933e-16,1.9929544985696264,0.9998026368709628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.465016739449265e-15,6.463029498707008e-15,1.8320977442091628,0.9998595026065572,0.0,0.0,1.2826523803769857e-17,1.1309298502327009e-17,1.19003214777264,0.9739869142776312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.564491132366455e-07,4.5636413670803634e-07,1.595974531191079e-05,1.5959741751751794e-05,0.0,0.0,0.8181258995626414,0.8181258973887016,0.972384245000867,0.972384245000838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2907476665295516,-0.3161188572763211,-259.0853563446081,117.15063686018122
5qct,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,38.0,10.0,7.890156175802001,4.933820552706501,107.97,1.258762880823484,0.9981465537050008,19.79038977899309,16.076263844651642,0.0,0.0,0.9301776191502438,0.9301769067324932,1.5138137331725727,1.513813527154934,0.0,0.0,0.0,0.0,0.0,0.0,24.463062828902807,4.93333217099659,1.8002781016367712e-11,1.8002781016367712e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1329457229243405e-15,9.671859370393614e-16,2.801411303674667,1.9701406970055308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.383474086394647e-18,3.383292432799382e-18,1.6158098771147045,0.7372577373441753,4.981012648428463e-19,4.981012648428463e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.121812094191718e-09,4.828999942730486e-09,1.9391690616234316e-05,1.9391679868606285e-05,0.0,0.0,1.5254432289221995,1.5254432109725835,1.886121184351027,1.8861211840524392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4511572932664376,-0.2088357437004925,-266.81511526317826,124.99457999453188
