PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
2ikg,0.0,1.0,2.0,7.0,0.0,7.0,0.0,0.0,20.0,6.0,2.527773474229,1.8411623754049,122.19,9.125026852711889,6.476372579272779,1.8476782355219088,1.525746997482292,0.0,0.0,0.0,0.0,17.10665985301816,1.721830041022499,3.206380334653006,1.99487856830937,0.0,0.0,3.8731754897252015,2.9939349719660724,0.0,0.0,-0.4337533986713221,-0.2318544107710025,-174.90445796092192,100.46028502765984
4lb3,0.0,1.0,2.0,15.0,1.0,5.0,2.0,0.0,24.0,6.0,5.623087485689,4.1956506121141,78.46,10.03859423197288,6.798579449515601,1.7422849392156468,1.1910981256090685,0.0,0.0,0.0,0.0,32.31090847570381,3.317804107630158,2.611902422091462,1.5866662138843917,1.756161892015925e-07,1.7561463535579733e-07,2.77763525151274,2.0043145247981493,2.991438601723436,1.999999134054527,-0.8088889342313662,-0.2119781568018264,-210.495966980114,127.2319464057725
4xzi,0.0,1.0,1.0,11.0,0.0,5.0,4.0,0.0,25.0,5.0,5.137733769196999,3.57251557695404,89.98,7.696717307222999,4.9902688565711095,1.686606778028099,0.906492186842776,0.0,0.0,0.0,0.0,24.66224558557783,3.541951678559363,1.000273999990774,0.999999972850984,0.0,0.0,2.7113091459201573,1.998779475295628,1.0974155283177065,1.0974137099479242,-0.9160753614404694,-0.2418644174069411,-169.53418610257935,93.24292804352758
4lbs,0.0,1.0,2.0,16.0,1.0,6.0,2.0,0.0,25.0,6.0,5.516510150586999,4.0890732770121,78.46,10.557846095404908,7.335158055718872,1.7062899948309154,1.1862734992045216,0.0,0.0,0.0,0.0,32.26471882544852,3.4031333929657626,3.009723360789554,1.9655409883701804,7.11689731940055e-07,7.116842686490754e-07,2.8523057001048784,2.0060782389495757,3.020694300833002,1.999996939112364,-0.8908932510548813,-0.2221496465615989,-207.2648845183987,123.2991027434646
4laz,0.0,1.0,2.0,14.0,1.0,4.0,2.0,0.0,23.0,6.0,5.441582186032001,4.0141453124571,78.46,10.589581935474191,7.340814814344501,2.8258859776790977,2.2738712835984,0.0,0.0,0.0,0.0,31.07540149198054,3.2281134157396214,2.9180625960048614,1.901243140708652,4.2530925808025444e-08,4.252978307503795e-08,2.824417247150747,1.9952267753503896,3.0243402918222446,1.999997873871344,-0.8716531627402497,-0.2167827200428181,-204.97677928545627,121.92634488641654
4lbr,0.0,1.0,2.0,16.0,1.0,6.0,2.0,0.0,25.0,6.0,5.804592785345999,4.3771559117711,78.46,10.470590162277862,7.406913513976559,1.4262692679771838,0.9173058662267852,0.0,0.0,0.0,0.0,33.95183446350097,3.521155690296755,2.897353607349197,1.8672162559167025,1.3079178560817234e-07,1.307846604712107e-07,2.8417253093885084,2.0032638824849007,2.9455344602782736,1.999999546752261,-0.7721434630454351,-0.2152286738777639,-213.07022273163923,129.93434268128823
4xzh,0.0,1.0,1.0,8.0,0.0,6.0,1.0,0.0,23.0,5.0,2.962079035211,1.0730347779539404,123.89,7.465824783563202,4.77620835656901,1.6221739810569626,1.0690565632864928,0.0,0.0,0.0,0.0,19.810212399860067,2.013291826765492,2.0136036630952416,0.9999073774327242,0.0,0.0,3.689190144586398,2.949913687790411,1.5509123808196896,0.9656665471814414,-0.8317225276215567,-0.245294326742185,-193.0718020176836,113.65738355047309
4qxi,0.0,1.0,2.0,13.0,3.0,5.0,1.0,0.0,24.0,6.0,4.229522883331,2.2568293034824003,104.48,9.250899266778458,5.928472395920364,2.16815599658584,1.615894622562885,0.0,0.0,0.0,0.0,23.79428956696017,2.6119652625237184,3.188381159450971,1.992349451753616,0.9365542046991256,0.9171102570167796,2.8911887548456736,2.0332994473942363,1.9957596742038184,0.999999919898003,-0.8061934367791942,-0.2371741045510154,-196.2613472720889,111.19967451219536
2ikh,0.0,1.0,2.0,4.0,0.0,9.0,0.0,0.0,18.0,5.0,1.499540290668,0.8294196660448003,160.63,8.138317924995638,5.446223121793544,1.5051045707528876,1.1711142891905368,0.0,0.0,0.0,0.0,10.773393753202658,1.009057308324558,4.377774131341674,1.9974330910780829,0.0,0.0,3.7279593382934166,2.9910384020107776,0.0,0.0,-0.3237038352669741,-0.2152371900995228,-145.38236722980363,82.1420506513002
4lb4,0.0,1.0,2.0,18.0,1.0,8.0,2.0,0.0,27.0,6.0,5.879520749900999,4.4520838763261,78.46,10.618091301046489,7.4400312270297615,1.6422350925770115,1.1045008816652293,0.0,0.0,0.0,0.0,35.07095551277623,3.739415859944679,2.999282710090471,1.9609701403023316,6.180363487708401e-07,6.180310472268832e-07,3.65581800290605,2.8304669810541503,3.0057744432439257,1.99999752670049,-0.9189262954299444,-0.2294094504913824,-212.50670840078135,128.69300188248403
