PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
5nxw,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,21.0,5.0,2.261828111139,0.1397178998482002,176.96,3.2407932345825308,1.8349296443660188,4.157195324690545,4.15634707753959,3.9856655244460216e-15,3.9856655244460216e-15,0.0196854811245659,0.0196854808162607,8.443838396729966e-07,8.443838395213337e-07,6.120671805089358e-18,6.120671805089358e-18,0.0,0.0,0.0,0.0,7.915132564189069,1.5192091419967095,0.0835731658749253,0.0835688288242978,0.0,0.0,0.0,0.0,0.0,0.0,2.999861917619961,0.9999865779833952,1.0570879557938642,0.9996898794760968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3610301363569644e-14,1.3306727030157628e-14,2.654509425565481e-10,2.3085598355610063e-10,4.4011317740445256e-17,4.4011317740445256e-17,0.0,0.0,6.579014417661717e-06,6.579014376978029e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.716811390426985e-16,1.317923371919256e-16,4.7749438497460045e-21,4.766445133023892e-21,2.422997880457622e-20,2.422997880457622e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743290546436488,0.9743290436884984,1.2187509694631674e-09,1.218747621474155e-09,4.755478556804354e-20,4.755478556804354e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.279305398854836e-16,2.886986863058388e-16,2.9945056203432137e-17,2.9945056203432137e-17,3.4064693440136007e-18,3.4064693440136007e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1037952997674364,0.0174891216540041,-106.9819630504456,51.82377683564925
5ny3,0.0,1.0,2.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,5.0,4.271414126429,2.2681370272471,83.65,3.123739640004819,1.8377800805235176,4.223395962420532,4.222778209013133,5.363233884014713e-15,5.363233884014713e-15,0.0417820187525003,0.0417820163036899,7.734339661896424e-07,7.734339660262368e-07,1.945826863335189e-17,1.945826863335189e-17,0.0,0.0,0.0,0.0,12.2179105684629,2.8504330978633936,0.003235110646159,0.0032335918556782,0.0,0.0,0.0,0.0,0.0,0.0,2.9998497478951296,0.9999908082046886,1.0532120392770392,0.9997219089758316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528222200803608e-16,1.4838688631187322e-16,1.7035561355318126e-08,1.7034435838074543e-08,2.089311305994132e-18,2.089311305994132e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9710438725564846,0.9710438577366411,5.273584519574596e-13,5.236676413302256e-13,7.173052701196905e-18,7.173052701196905e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.993988361811569,0.9999999909887696,-0.0089410593475728,0.0054698597792693,-120.49768516293835,59.20085890755811
5ny1,0.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,26.0,4.0,4.635387224575,2.7831650754669,84.75999999999999,2.918642607926767,1.9732269047828976,3.561545232868022,3.561538303545541,3.2544041182188308e-15,3.2544041182188308e-15,0.0448631734493268,0.0448617487686027,2.8189484124738696e-07,2.818948410090036e-07,3.5754972982628547e-17,3.5754972982628547e-17,0.0,0.0,0.0,0.0,10.07176614600774,2.447546511667999,0.1355586239369842,0.1355582056860139,0.0,0.0,0.0,0.0,0.0,0.0,2.9997643996567,0.9999985900242132,1.0072766431704157,0.9999243050566295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9116439409763353e-16,2.763643110851202e-16,2.0887607681450357e-10,1.7292773307651648e-10,1.0393923215309517e-18,1.0393923215309517e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.712509481189488e-15,2.492977600211093e-15,7.264907284254375e-13,7.264907284254375e-13,0.0,0.0,0.8777785053822321,0.877727276689222,2.603076372736085e-11,2.6025687818744896e-11,5.489830115326748e-19,5.489830115326748e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0971205026572668,0.0104768301196487,-115.77159459577928,53.535939972846805
5nxv,0.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,24.0,5.0,3.749355269073,0.9763715094184,132.58,2.847372256534074,1.9180691348106456,3.291884870456353,3.2918730439013357,2.757049023755699e-15,2.757049023755699e-15,0.011731531468491,0.0117315080109185,4.1241468640276854e-07,4.124146862431929e-07,4.0503169048493026e-18,4.0503169048493026e-18,0.0,0.0,0.0,0.0,10.093739479433872,2.0822604313475344,1.0686761759067944,1.0686760538580962,0.0,0.0,0.0,0.0,0.0,0.0,2.9998416687926657,0.9999960134939248,1.0175539396013684,0.9998433047865564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.985260696986376e-15,9.677375303827471e-15,1.0933097075064351e-08,8.306622271355235e-09,1.5752343852105657e-18,1.5752343852105657e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8737245644867712e-14,1.851460475066736e-14,3.9819072947208243e-19,3.981885722328892e-19,9.375131764684195e-21,9.375131764684195e-21,0.0,0.0,0.0,0.0,0.0,0.0,7.922538490952026e-12,7.922380887355807e-12,5.85055571008691e-20,5.808936863872739e-20,0.0,0.0,0.9201159277912604,0.9201156078009576,2.2387815447267732e-13,2.2013340856577307e-13,1.2893011880852293e-18,1.2893011880852293e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000604006314182,0.0006033633929551,-0.0799173972368396,-0.0051083565361709,-104.20765496361668,50.49436783400433
5nxp,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,5.0,3.734471923787,1.7950827802179,74.86,3.2414835197985643,1.8081153481782373,3.2024072940077275,3.200418269513179,4.718963555855272e-15,4.718963555855272e-15,0.0433927918354079,0.0433927868993678,1.1266537547963606e-06,1.1266537546195674e-06,9.343399295170906e-17,9.343399295170906e-17,0.0,0.0,0.0,0.0,11.36573903031787,2.230151430702031,0.962390943953695,0.962389952690648,0.0,0.0,0.0,0.0,0.0,0.0,2.9998715750981786,0.99997811660483,1.0976950147531157,0.9996659623098062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0683146050113124e-14,2.9799646724985743e-14,1.499197832321178e-09,1.3375770994498136e-09,1.2095300694881193e-17,1.2095300694881193e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923230134018536,1.92323010289468,6.183348541382773e-13,6.148495111685264e-13,2.3777464937127054e-21,2.3777464937127054e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3534896603938849,-0.0383049397527685,-112.98223043798912,54.78123101516048
5nya,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,1.908126668818,0.905310631741,42.52,3.290639436644077,1.7073259955292026,3.186163110200717,3.1831300107998413,5.582553917306871e-15,5.582553917306871e-15,0.0307283301122801,0.0307283296812552,8.547396452373421e-07,8.54739645077189e-07,1.5999784217965853e-19,1.5999784217965853e-19,0.0,0.0,0.0,0.0,7.679147867578501,1.3530973666448436,0.0010943210055835,0.0010922079376355,0.0,0.0,0.0,0.0,0.0,0.0,2.9998582381067744,0.9999861380882612,1.064144959368461,0.9996625274868176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9775282442174024,0.9775282405330772,7.239980496018092e-13,7.20467434177704e-13,1.7903149161930086e-21,1.7903149161930086e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3329853612597009,-0.0088362519187347,-79.50622964972685,42.25581850094952
5ny6,0.0,1.0,2.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,23.0,4.0,4.614588223674,2.8541909572621,91.85,3.1303943563614336,1.9499358332995644,4.567545137627265,4.510357584195081,2.372126662765384e-12,2.372126662765384e-12,0.0150353460598134,0.0150351150637229,3.366445568237315e-07,3.36644555088077e-07,1.3781746130048873e-18,1.3781746130048873e-18,0.0,0.0,0.0,0.0,15.948974150777977,2.682560883949729,0.0037167590941371,0.0030925928126763,0.0,0.0,0.0,0.0,0.0,0.0,2.9998006631693133,0.9999975138076744,1.0121316552143884,0.9999067937498448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.549557316898225e-13,1.6264149371468804e-13,0.8961586565442081,0.8961585866853696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.961885303930505e-16,4.623767239671604e-16,1.9189060321096896,0.9981746620514252,7.04320824144032e-17,7.04320824144032e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.297636042835556e-12,2.156958912352672e-12,0.0267006379228945,0.0267006379228945,4.5961922400103424e-20,4.5961922400103424e-20,0.9690056325383468,0.96884978682527,4.136255478350286e-13,3.925112278629028e-13,2.7126420967117866e-21,2.7126420967117866e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.039133966585774e-07,2.3201764025359478e-07,-0.2594015094549509,-0.0154337396719954,-131.7266984650902,65.94371273567992
5nxo,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,20.0,4.0,4.090264592578,2.7592984461443,85.66,3.175764863225199,1.7269055273789644,3.191776272305142,3.1891063688331567,9.816626728962048e-14,9.816626728962048e-14,0.0313040502082926,0.0313040491962411,8.136312922758904e-07,8.136312921179339e-07,4.286244054212216e-16,4.286244054212216e-16,0.0,0.0,0.0,0.0,15.298435151516347,2.8988050489596504,1.0007337234246634,1.0007323014755056,0.0,0.0,0.0,0.0,0.0,0.0,2.999868942079866,0.9999854773558148,1.0519928252549284,0.9996674698351764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.102383237725322e-16,6.715096597989305e-16,6.476104855006238e-20,6.476104855006238e-20,3.977839704601084e-16,3.977839704601084e-16,0.9742274283484164,0.9742274226722624,6.485282667906598e-13,6.448438558943488e-13,1.5950203891948865e-19,1.5950203891948865e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4341016164474047,-0.0101875515984507,-117.46052427702642,58.806363746880535
5nxg,0.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,23.0,4.0,4.397707678456,2.3709103215182004,114.76,3.2352066842822507,1.792973541670083,3.2062939690554964,3.204645802017182,4.894236646613119e-15,4.894236646613119e-15,0.0290535559095762,0.0290534763825174,1.044834349224286e-06,1.0448343490463527e-06,1.1107966812294993e-17,1.1107966812294993e-17,0.0,0.0,0.0,0.0,11.580888839774936,2.347675839886219,0.91767810061437,0.9176775784392608,0.0,0.0,0.0,0.0,0.0,0.0,2.999862829407979,0.9999805564131954,1.1033027507984536,0.9996870245393488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6407194612138286e-14,4.5442473532488864e-14,2.1036438407810088e-09,1.840455497064631e-09,8.137023631795749e-18,8.137023631795749e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.935873365805438e-19,2.6859899540407433e-19,9.365815781307855e-24,9.365815781307855e-24,0.0,0.0,1.85209231301406,1.8520922971717808,5.934141976091889e-13,5.899608216115491e-13,2.7797222726254986e-21,2.7797222726254986e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99463120136535e-08,2.986346933225389e-08,-0.4906099251739065,-0.0391217385715065,-103.54024853011435,53.580652915276026
5nxi,0.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,4.0,4.283761879099,2.1561284814407005,97.07,3.054204399656858,1.8629468440783752,4.157758183136152,4.157558892529947,2.9035941143490564e-15,2.9035941143490564e-15,0.0145431030517131,0.014543098587113,4.1625830937843474e-07,4.1625830924257065e-07,2.2339974835426627e-18,2.2339974835426627e-18,0.0,0.0,0.0,0.0,12.195240078932354,2.4438967906031603,1.0040537057745738,1.004039108471804,0.0,0.0,0.0,0.0,0.0,0.0,2.99984792415638,0.9999943738294246,1.0152449973306374,0.9997959705884428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4034909590040482e-14,2.378711160037955e-14,5.4109108064284616e-11,4.720643495480889e-11,2.498405088707087e-17,2.498405088707087e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588321220701947,0.9588320897541384,1.3621676945318058e-10,1.3621320152162218e-10,4.918983701406665e-21,4.918983701406665e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999899155072256e-06,5.163899942709394e-06,-0.1209433236725343,0.0031532628127469,-104.7885243294102,50.92933065157914
