PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
5NXW, 0.0, 1.0, 2.0, 7.0, 4.0, 6.0, 0.0, 0.0, 21.0, 5.0, 2.261828111139, 0.13971789984820027, 176.96, 7.397988559273079, 5.122520834565636, 0.019686325508405603, 0.019685481088174597, 0.0, 0.0, 0.0, 0.0, 7.9151325641890695, 1.5192091419967095, 0.08357316587492535, 0.08356882882429782, 4.056956452693708, 0.999993157228628, 0.9743290558624004, 0.9743290449066342, 0.0, 0.0, 0.10379529976743641, 0.017489121654004174, -106.98196305044561, 51.82377683564925
5NY3, 0.0, 1.0, 2.0, 13.0, 3.0, 3.0, 1.0, 0.0, 23.0, 5.0, 4.271414126429, 2.2681370272471, 83.65, 7.34713560242535, 5.199366621371428, 0.04178279218646657, 0.04178201665690258, 0.0, 0.0, 0.0, 0.0, 12.217910568462901, 2.8504330978633936, 0.0032351106461590493, 0.003233591855678275, 4.053061804207731, 0.9999908252391244, 0.971043872557012, 0.9710438577366413, 1.993988361811569, 0.9999999909887697, -0.008941059347572864, 0.00546985977926934, -120.49768516293837, 59.20085890755811
5NY1, 0.0, 1.0, 3.0, 15.0, 2.0, 4.0, 0.0, 0.0, 26.0, 4.0, 4.635387224575, 2.7831650754669, 84.75999999999999, 6.480187840794791, 4.619583478540332, 0.04486345534416815, 0.04486174876891032, 0.0, 0.0, 0.0, 0.0, 10.071766146007741, 2.447546511667999, 0.1355586239369842, 0.13555820568601393, 4.007041043035992, 0.9999985901971409, 0.8777785054089919, 0.8777272767157958, 0.0, 0.0, -0.09712050265726685, 0.010476830119648704, -115.77159459577929, 53.535939972846805
5NXV, 0.0, 1.0, 2.0, 10.0, 2.0, 7.0, 1.0, 0.0, 24.0, 5.0, 3.749355269073, 0.9763715094184, 132.58, 6.139257126990435, 4.323144211502139, 0.011731943883177463, 0.011731509175174307, 0.0, 0.0, 0.0, 0.0, 10.093739479433873, 2.0822604313475344, 1.0686761759067944, 1.0686760538580962, 4.017395619327141, 0.9999960218005471, 0.9201159277994256, 0.9201156078088986, 0.000604006314182024, 0.0006033633929551418, -0.07991739723683963, -0.005108356536170937, -104.20765496361668, 50.49436783400433
5NXP, 0.0, 1.0, 2.0, 11.0, 2.0, 3.0, 0.0, 0.0, 22.0, 5.0, 3.734471923787, 1.7950827802179, 74.86, 6.443890813806296, 4.16091805430686, 0.04339391848916288, 0.043392787152704976, 0.0, 0.0, 0.0, 0.0, 11.36573903031787, 2.230151430702031, 0.962390943953695, 0.9623899526906479, 4.097566591350523, 0.999978117942407, 1.923230134019154, 1.92323010289468, 0.0, 0.0, -0.35348966039388496, -0.03830493975276857, -112.98223043798912, 54.78123101516048
5NYA, 0.0, 1.0, 1.0, 6.0, 1.0, 2.0, 0.0, 0.0, 10.0, 1.0, 1.9081266688179999, 0.905310631741, 42.52, 6.476802546844798, 4.149767757866393, 0.030729184851925374, 0.03072832988569229, 0.0, 0.0, 0.0, 0.0, 7.679147867578501, 1.3530973666448436, 0.0010943210055835745, 0.0010922079376355282, 4.064003197475236, 0.9999861380882612, 0.9775282442181265, 0.9775282405330773, 0.0, 0.0, -0.33298536125970096, -0.008836251918734777, -79.50622964972685, 42.25581850094952
5NY6, 0.0, 1.0, 2.0, 13.0, 3.0, 4.0, 1.0, 0.0, 23.0, 4.0, 4.614588223674, 2.8541909572621, 91.85, 7.69793949399107, 5.519718485857629, 0.015035682704370232, 0.015035167729791169, 0.0, 0.0, 0.0, 0.0, 15.948974150777975, 2.6825608839497295, 0.0037167590941371877, 0.003092592812676358, 6.826997007037854, 2.8943307625444694, 0.9957062704639525, 0.9955504247481646, 4.039133966585774e-07, 2.3201764025359475e-07, -0.25940150945495094, -0.015433739671995475, -131.7266984650902, 65.94371273567992
5NXO, 0.0, 1.0, 2.0, 12.0, 1.0, 4.0, 0.0, 0.0, 20.0, 4.0, 4.090264592578, 2.7592984461443, 85.66, 6.367541135530433, 4.156698010578245, 0.03130486383958532, 0.031304049385149676, 0.0, 0.0, 0.0, 0.0, 15.298435151516347, 2.8988050489596504, 1.0007337234246634, 1.0007323014755056, 4.0518617673347945, 0.9999854773558149, 0.9742274283490663, 0.974227422672263, 0.0, 0.0, -0.4341016164474047, -0.010187551598450797, -117.46052427702642, 58.806363746880535
5NXG, 0.0, 1.0, 2.0, 12.0, 2.0, 5.0, 1.0, 0.0, 23.0, 4.0, 4.397707678456, 2.3709103215182004, 114.75999999999999, 6.441500653337752, 4.16791916962682, 0.029054600743925445, 0.02905347670994638, 0.0, 0.0, 0.0, 0.0, 11.580888839774937, 2.347675839886219, 0.9176781006143699, 0.9176775784392609, 4.103165582310122, 0.9999805582536508, 1.8520923130146532, 1.8520922971717808, 2.99463120136535e-08, 2.986346933225389e-08, -0.4906099251739065, -0.03912173857150653, -103.54024853011437, 53.580652915276026
5NXI, 0.0, 1.0, 2.0, 12.0, 2.0, 4.0, 1.0, 0.0, 21.0, 4.0, 4.283761879099, 2.1561284814407005, 97.07, 7.211962582793009, 5.13665824297065, 0.014543519310022573, 0.014543098634533708, 0.0, 0.0, 0.0, 0.0, 12.195240078932354, 2.4438967906031603, 1.0040537057745738, 1.004039108471804, 4.01509292154115, 0.999994373876631, 0.9588321222064116, 0.958832089889912, 5.999899155072256e-06, 5.163899942709394e-06, -0.12094332367253438, 0.0031532628127469427, -104.7885243294102, 50.92933065157914
